year,section,field,label,raw_preview
2024-2025,B,B12,"Initial cohort, total of first-time, full-time degree/certificate-seeking students:","B12 Initial cohort, total of first-time, full-time degree/certificate-seeking students: Of the initial cohort, how many did not persist and did not graduate for the following reasons: • Death • Permanently Disability"
2024-2025,B,B13,"• Service in the armed forces,","B13 • Service in the armed forces, • Foreign aid service of the federal government • Official church missions • Report total allowable exclusions"
2024-2025,B,B14,"Final cohort, after adjusting for allowable exclusions:","B14 Final cohort, after adjusting for allowable exclusions:"
2024-2025,B,B15,Completers of programs of less than two years duration (total):,B15 Completers of programs of less than two years duration (total):
2024-2025,B,B16,Completers of programs of less than two years within 150 percent of normal time:,B16 Completers of programs of less than two years within 150 percent of normal time:
2024-2025,B,B17,Completers of programs of at least two but less than four years (total):,B17 Completers of programs of at least two but less than four years (total):
2024-2025,B,B18,Completers of programs of at least two but less than four-years within 150 percent of normal time:,B18 Completers of programs of at least two but less than four-years within 150 percent of normal time:
2024-2025,B,B19,Total transfers-out (within three years) to other institutions:,B19 Total transfers-out (within three years) to other institutions:
2024-2025,B,B20,Total transfers to two-year institutions:,B20 Total transfers to two-year institutions:
2024-2025,B,B21,Total transfers to four-year institutions:,B21 Total transfers to four-year institutions: Washington University in St. Louis
2024-2025,B,B22,Retention Rates,"B22 Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2023 (or the preceding summer term). The initial cohort may be adjusted for students who departed for the following reasons: * Death * Permanent"
2024-2025,C,C1,-C2: Applications,"C1-C2: Applications C1 First-time, first-year students: Provide the number of degree-seeking, first-time, first-year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2024. • Include early decision, early action, and students who began studies during summer in this cohor"
2024-2025,C,C2,"First-time, first-year wait-listed students","C2 First-time, first-year wait-listed students Students who met admission requirements but whose final admission was contingent on space availability Yes No Do you have a policy of placing students on a waiting list? X If yes, please answer the questions below for Fall 2024 admissions: WAITING LIST "
2024-2025,C,C3,-C5: Admission Requirements,C3-C5: Admission Requirements C3 High school completion requirement Check the appropriate box to identify your high school completion requirement for degree-seeking entering students: X High school diploma is required and GED is accepted High school diploma is required and GED is not accepted High s
2024-2025,C,C4,Does your institution require or recommend a general college-preparatory program for degree-,C4 Does your institution require or recommend a general college-preparatory program for degree- seeking students? X Require Recommend Neither require nor recommend
2024-2025,C,C5,Distribution of high school units required and/or recommended. Specify the distribution of academic,C5 Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different system
2024-2025,C,C6,-C7: Basis for Selection,"C6-C7: Basis for Selection C6 Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? No If so, check which applies: Open admission polic"
2024-2025,C,C7,"Relative importance of each of the following academic and nonacademic factors in your first-time,","C7 Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking general (not including programs with specific criteria) admissions decisions. Academic Very Important Important Considered Not Considered Rigor of secondary school record X"
2024-2025,C,C8,: SAT and ACT Policies,"C8: SAT and ACT Policies Entrance exams Yes No Does your institution make use of SAT or ACT scores in admission decisions for first-time, first-year, degree-seeking applicants? X"
2024-2025,C,C8A,"If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for students","C8A If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission for students applying for Fall 2026. Not required for Required to be Not considered Required for admission, but Admission considered for Recommended for admission, some considered"
2024-2025,C,C8B,Has been removed from the CDS.,C8B Has been removed from the CDS.
2024-2025,C,C8C,Has been removed from the CDS.,C8C Has been removed from the CDS.
2024-2025,C,C8D,"In addition, does your institution use applicants' test scores for academic advising?","C8D In addition, does your institution use applicants' test scores for academic advising? X Yes No"
2024-2025,C,C8E,Latest date by which SAT or ACT scores must be received for fall-term admission:,C8E Latest date by which SAT or ACT scores must be received for fall-term admission: November 3 for Early Decision; January 2 for Early II and Regular Decision
2024-2025,C,C8F,"If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or if tests are not","C8F If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or if tests are not required of some students due to differences by academic program, student academic background, or if other examinations may be considered in lieu of the SAT and ACT):"
2024-2025,C,C8G,"Please indicate which tests your institution uses for placement (e.g., state tests):","C8G Please indicate which tests your institution uses for placement (e.g., state tests): SAT ACT X AP/IB CLEP Institutional Exam State Exam (specify): Washington University in St. Louis"
2024-2025,C,C9,"-C12: First-time, first-year Profile","C9-C12: First-time, first-year Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year students enrolled in Fall 2024, including students who began studies during summer, international students/nonresidents, and students admitted under special ar"
2024-2025,C,C10,"Percent of all degree-seeking, first-time, first-year students who had high school class rank within","C10 Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information) Assessment Percent Percent in top tenth of high school graduating class 8"
2024-2025,C,C11,"Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-","C11 Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade- point averages within each of the following ranges (using 4.0 scale). * Report information only for those students from whom you collected high school GPA. * If you are able to report GPA range"
2024-2025,C,C12,"Average high school GPA of all degree-seeking, first-time, first-year","C12 Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA: 4.19 Percent of total first-time, first-year students who submitted high school 90% GPA: Washington University in St. Louis"
2024-2025,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13 Application Fee If your institution has waived its application fee for the Fall 2026 admission cycle please select no. Yes No Does your institution have an application fee? X Amount of application fee: $75 Yes No Can it be waived for applicants with financial need? X 
2024-2025,C,C14,Application closing date,C14 Application closing date Yes No Does your institution have an application closing X date? Date Application closing date (fall) January 2 Priority Date Yes No
2024-2025,C,C15,"Are first-time, first-year students accepted for terms other than the","C15 Are first-time, first-year students accepted for terms other than the X fall?"
2024-2025,C,C16,Notification to applicants of admission decision sent (fill in one only),C16 Notification to applicants of admission decision sent (fill in one only) On a rolling basis beginning (date): X By (date): April 1 Other:
2024-2025,C,C17,Reply policy for admitted applicants (fill in one only),"C17 Reply policy for admitted applicants (fill in one only) X Must reply by (date): May 1 No set date Must reply by May 1st or within weeks if notified thereafter Other: Deadline for housing deposit (MMDD): Amount of housing deposit: Refundable if student does not enroll? Yes, in full Yes, in part N"
2024-2025,C,C18,Deferred admission                                                                 Yes        No,"C18 Deferred admission Yes No Does your institution allow students to postpone enrollment after X admission? If yes, maximum period of postponement: 2 years maximum, approved 1 year at a time"
2024-2025,C,C19,Early admission of high school students                                            Yes        No,"C19 Early admission of high school students Yes No Does your institution allow high school students to enroll as full-time, first-time, first-year students one year or more before high school X graduation?"
2024-2025,C,C20,Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle),C20 Common Application: Question removed from CDS. (Initiated during 2006-2007 cycle)
2024-2025,C,C21,-C22: Early Decision and Early Action Plans,C21-C22: Early Decision and Early Action Plans C21 Early Decision Yes No Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to X commit t
2024-2025,C,C22,Early action,"C22 Early action Yes No Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular X notification date but do not have to commit to attending your college? If “yes,” please complete the following: Early action closing date: Early "
2024-2025,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants Yes No D1 Does your institution enroll transfer students? (If no, X please skip to Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work X completed at other colleges/universities?"
2024-2025,D,D2,"Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer","D2 Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2024. If your institution collects and reports non-binary gender data, please use the ""Another Gender"" category. Admitted Enrolled Transfer Admission Applicants Applicants Applicant"
2024-2025,D,D3,-D11: Application for Admission,D3-D11: Application for Admission D3 Indicate terms for which transfers may enroll: X Fall Winter X Spring Summer Yes No
2024-2025,D,D4,Must a transfer applicant have a minimum number of,"D4 Must a transfer applicant have a minimum number of credits completed or else must apply as an entering first- X year student? If yes, what is the minimum number of credits and the unit of measure? One full-time semester (not necessarily 12 hours)"
2024-2025,D,D5,Indicate all items required of transfer students to apply for admission:,D5 Indicate all items required of transfer students to apply for admission: Recommended Recommended Required of Requirements Required of All Not Required of All of Some Some High school transcript X College transcript(s) X Essay or personal X statement Interview X Standardized gtest scores X standin
2024-2025,D,D6,If a minimum high school grade point average is required,"D6 If a minimum high school grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2024-2025,D,D7,If a minimum college grade point average is required of,"D7 If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2024-2025,D,D8,List any other application requirements specific to transfer applicants:,D8 List any other application requirements specific to transfer applicants: Letter of recommendation from Dean's Office Letter of recommendation from academic instructor Portfolio for the College of Art Portfolio for the College of Architecture
2024-2025,D,D9,"List application priority, closing, notification, and candidate reply dates for transfer students. If applications","D9 List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. Rolling Term Priority Date Closing Date Notification Date Reply Date Admission Fa"
2024-2025,D,D10,"Does an open admission policy, if reported, apply to","D10 Does an open admission policy, if reported, apply to X transfer students?"
2024-2025,D,D11,"Describe additional requirements for transfer admission, if applicable: Varies by academic interest","D11 Describe additional requirements for transfer admission, if applicable: Varies by academic interest"
2024-2025,D,D12,-D17: Transfer Credit Policies,D12-D17: Transfer Credit Policies D12 Report the lowest grade earned for any course that may be transferred for credit: C or Pass Number Unit Type
2024-2025,D,D13,Maximum number of credits or courses that may be,D13 Maximum number of credits or courses that may be 60 Credit Hours transferred from a two-year institution: Number Unit Type
2024-2025,D,D14,Maximum number of credits or courses that may be,D14 Maximum number of credits or courses that may be 60 Credit Hours transferred from a four-year institution:
2024-2025,D,D15,Minimum number of credits that transfers must complete,D15 Minimum number of credits that transfers must complete at your institution to earn an associate degree:
2024-2025,D,D16,Minimum number of credits that transfers must complete,D16 Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:
2024-2025,D,D17,Describe other transfer credit policies: See https://bulletin.wustl.edu for specific requirements,D17 Describe other transfer credit policies: See https://bulletin.wustl.edu for specific requirements Washington University in St. Louis
2024-2025,D,D18,-D22: Military Service Transfer Credit Policies,D18-D22: Military Service Transfer Credit Policies D18 Does your institution accept the following military/veteran transfer credits: Yes No American Council on Education (ACE) X College Level Examination Program (CLEP) X DANTES Subject Standardized Tests (DSST) X Number Unit Type
2024-2025,D,D19,Maximum number of credits or courses that may be,D19 Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE): Number Unit Type
2024-2025,D,D20,Maximum number of credits or courses that may be transferred,D20 Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Yes No
2024-2025,D,D21,Are the military/veteran credit transfer policies published on your,"D21 Are the military/veteran credit transfer policies published on your website? If yes, please provide the URL where the policy can be located:"
2024-2025,D,D22,Describe other military/veteran transfer credit policies unique to your institution:,D22 Describe other military/veteran transfer credit policies unique to your institution: Washington University in St. Louis
2024-2025,E,E1,Special study options: Identify those programs available at your institution.,E1 Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. X Accelerated program Comprehensive transition and postsecondary program for students with intellectual disabilities X Cross-registration X Distance learning X Double major X Dual 
2024-2025,E,E2,Has been removed from the CDS.,E2 Has been removed from the CDS.
2024-2025,E,E3,Areas in which all or most students are required to complete some course,E3 Areas in which all or most students are required to complete some course work prior to graduation: Arts/fine arts Computer literacy X English (including composition) Foreign languages History Physical Education Humanities Intensive writing Mathematics Philosophy Sciences (biological or physical) 
2024-2025,F,F1,"Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2024","F1 Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2024 who fit the following categories: Percentages of first-time, first-year degree-seeking students First-time, first- Undergraduates and degree-seeking undergraduates year students P"
2024-2025,F,F2,Activities offered. Identify those programs available at your institution.,F2 Activities offered. Identify those programs available at your institution. X Campus Ministries X Choral groups X Concert band X Dance X Drama/theater X International Student X Jazz band X Literary magazine Marching band X Model UN X Music ensembles X Musical theater X Opera X Pep band X Radio sta
2024-2025,F,F3,ROTC (program offered in cooperation with Reserve Officers' Training Corps),F3 ROTC (program offered in cooperation with Reserve Officers' Training Corps) Name of Marine Option At Cooperating Programs On Campus Cooperating (for Naval ROTC) Institution Institution Army ROTC is offered: X Naval ROTC is offered: Air Force ROTC is offered: X St. Louis University
2024-2025,F,F4,"Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution.","F4 Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. X Coed dorms Men's dorms Women's dorms X Apartments for married students X Apartments for single students X Special housing for disabled students X Special housing for in"
2024-2025,G,G0,Please provide the URL of your institution’s net price calculator:,G0 Please provide the URL of your institution’s net price calculator: https://financialaid.washu.edu/how-aid-works/cost-calculators Provide 2025-2026 academic year costs of attendance for the following categories that are applicable to your institution. Check here if your institution's 2025-2026 aca
2024-2025,G,G1,"Undergraduate full-time tuition, required fees, food and housing","G1 Undergraduate full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full-time undergraduate student for the FULL 2025-2026 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multiply"
2024-2025,G,G2,Number of credits per term a student can take for the stated,G2 Number of credits per term a student can take for the stated 12 21 full-time tuition. Yes No
2024-2025,G,G3,"Do tuition and fees vary by year of study (e.g., sophomore,","G3 Do tuition and fees vary by year of study (e.g., sophomore, X junior, senior)?"
2024-2025,G,G4,Do tuition and fees vary by undergraduate instructional,"G4 Do tuition and fees vary by undergraduate instructional program? X If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1?"
2024-2025,G,G5,Provide the estimated expenses for a typical full-time undergraduate student:,"G5 Provide the estimated expenses for a typical full-time undergraduate student: Commuters Commuters Residents (living at home) (not living at home) Books and supplies: $1,357 $1,357 $1,357 Housing only: Not Applicable $3,642 $14,568 Food only: Not Applicable $5,661 $8,770 Food and housing total* No"
2024-2025,G,G6,Undergraduate per-credit-hour charges (tuition only):,"G6 Undergraduate per-credit-hour charges (tuition only): PRIVATE INSTITUTIONS: $2,843 PUBLIC INSTITUTIONS: In-district: In-state (out-of-district): Out-of-state: NONRESIDENTS: Washington University in St. Louis"
2024-2025,H,H1,-H5: Aid Awarded to Enrolled Undergraduates,"H1-H5: Aid Awarded to Enrolled Undergraduates H1 Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories. • If the data being "
2024-2025,H,H2,", H2A, and H6 below:","H2, H2A, and H6 below: Which needs-analysis methodology does your institution use in awarding institutional aid? (Formerly H3) Federal methodology (FM) X Institutional methodology (IM) Both FM and IM Non-need- Need-based based (Include non- (Exclude non- Scholarships/Grants need-based aid need-based"
2024-2025,H,H2A,Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number,H2A Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non-need-based scholarship or grant aid. • Numbers should reflect the cohort
2024-2025,H,H5,.,"H5. Include: • 2024 undergraduate class: all students who started at your institution as first-time students and received a bachelor's degree between July 1, 2023 and June 30, 2024. • Only loans made to students who borrowed while enrolled at your institution. • Co-signed loans. Exclude: • Students "
2024-2025,H,H4,Provide the number of students in the 2024 undergraduate class who started at,"H4 Provide the number of students in the 2024 undergraduate class who started at your institution as first-time students and received a bachelor's degree between 1,731 July 1, 2023 and June 30, 2024. Exclude students who transferred into your institution."
2024-2025,H,H6,-H7: Aid to Undergraduate Degree-seeking Nonresidents,H6-H7: Aid to Undergraduate Degree-seeking Nonresidents • Report numbers and dollar amounts for the same academic year checked in item H1 H6 Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree- seeking nonresidents: X Institutional need-based
2024-2025,H,H7,Check off all financial aid forms nonresident first-year financial aid applicants must submit:,H7 Check off all financial aid forms nonresident first-year financial aid applicants must submit: X Institution’s own financial aid form X CSS Profile Other (specify): Washington University in St. Louis
2024-2025,H,H8,-H11: Process for First-Year Students,H8-H11: Process for First-Year Students H8 Check off all financial aid forms domestic first-year financial aid applicants must submit: X FAFSA Institution's own financial aid form X CSS Profile State aid form Noncustodial Profile Business/Farm Supplement X Other (specify): A CSS Profile is required 
2024-2025,H,H9,Indicate filing dates for first-year students:,"H9 Indicate filing dates for first-year students: Priority date for filing required financial aid forms: X Deadline for filing required financial aid forms: ED I - Nov 18, ED II - Jan 13, RD - Feb 2 No deadline for filing required forms (applications processed on a rolling basis)"
2024-2025,H,H10,Indicate notification dates for first-year students (answer a or b):,"H10 Indicate notification dates for first-year students (answer a or b): X a) Students notified on or about (date): ED I - Dec 12, ED II - Feb 13, RD - Apr 1 b) Students notified on a rolling basis: Yes No If yes, starting date:"
2024-2025,H,H11,Indicate reply dates:,"H11 Indicate reply dates: Students must reply by (date): ED I - Jan 2, ED II - March 2, RD - May 1 Washington University in St. Louis"
2024-2025,H,H12,-H15: Types of Aid Available,H12-H15: Types of Aid Available Please check off all types of aid available to undergraduates at your institution: H12 Loans X Federal Direct Subsidized Loans X Federal Direct Unsubsidized Loans X Federal Direct PLUS Loans Federal Nursing Loans X State Loans X College/university loans from instituti
2024-2025,H,H13,Need Based Scholarships and Grants,H13 Need Based Scholarships and Grants X Federal Pell X Federal SEOG X State scholarships/grants X Private scholarships X College/university scholarship or grant aid from institutional funds United Negro College Fund Federal Nursing Scholarship Other (specify):
2024-2025,H,H14,Check off criteria used in awarding institutional aid. Check all that apply.,H14 Check off criteria used in awarding institutional aid. Check all that apply. Non-Need Based Need-Based Academics X Alumni affiliation Art X Athletics Job skills ROTC X Leadership X Music/drama Religious affiliation State/district residency X Washington University in St. Louis
2024-2025,H,H15,"If your institution has recently implemented any major financial aid policy, program, or initiative to make","H15 If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below: Financia"
2024-2025,J,J1,"Degrees conferred between July 1, 2023 and June 30, 2024","J1 Degrees conferred between July 1, 2023 and June 30, 2024 For each of the following discipline areas, provide the percentage of diplomas/certificates, associate, and bachelor’s degrees awarded. To determine the percentage, use majors, not headcount (e.g., students with one degree but a double majo"
2023-2024,B,B1,. Institutional Enrollment - Men and Women,"B1. Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2023. ✓ Note: Report students formerly designated as “first professional” in the graduate cells. ✓ For information o"
2023-2024,B,B2,. Enrollment by Racial/Ethnic Category.,"B2. Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2023. ✓ Include international students only in the category ""Nonresidents."" ✓ Complete the “Total Undergr"
2023-2024,B,B3,. Persistence,"B3. Persistence Number of degrees awarded by your institution from July 1, 2022, to June 30, 2023. AWARD TYPE # AWARDED Certificate/diploma 29 Associate degrees 13 Bachelor’s degrees 1,868 Post-bachelor’s certificates 182 Master’s degrees 2,861 Post-master’s certificates 122 Doctoral degrees – resea"
2023-2024,B,B4,-B21: Graduation Rates,"B4-B21: Graduation Rates The items in this section correspond to data elements collected by the IPEDS Web-based Data Collection System’s Graduation Rate Survey (GRS). For complete instructions and definitions of data elements, see the IPEDS GRS Forms and Instructions for the 2023-2024 Survey. https:"
2023-2024,B,B12,,"B12 degree/certificate-seeking students: Of the initial cohort, how many did not persist and did not graduate for the following reasons: • Death • Permanently Disability"
2023-2024,B,B13,"• Service in the armed forces,","B13 • Service in the armed forces, • Foreign aid service of the federal government • Official church missions • Report total allowable exclusions Final cohort, after adjusting for allowable"
2023-2024,B,B14,,B14 exclusions: Completers of programs of less than two years
2023-2024,B,B15,,B15 duration (total): Completers of programs of less than two years
2023-2024,B,B16,,B16 within 150 percent of normal time: Completers of programs of at least two but less
2023-2024,B,B17,,B17 than four years (total): Completers of programs of at least two but less
2023-2024,B,B18,,B18 than four-years within 150 percent of normal time: Total transfers-out (within three years) to other
2023-2024,B,B19,,B19 institutions:
2023-2024,B,B20,Total transfers to two-year institutions:,B20 Total transfers to two-year institutions:
2023-2024,B,B21,Total transfers to four-year institutions:,B21 Total transfers to four-year institutions: Washington University in St. Louis
2023-2024,B,B22,. Retention Rates,"B22. Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2022 (or the preceding summer term). The initial cohort may be adjusted for students who departed for the following reasons: * Death * Permanen"
2023-2024,C,C1,-C2: Applications,"C1-C2: Applications C1. First-time, first-year students: Provide the number of degree-seeking, first-time, first-year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2023. ✓ Include early decision, early action, and students who began studies during summer in this coho"
2023-2024,C,C2,". First-time, first-year wait-listed students","C2. First-time, first-year wait-listed students ✓ Students who met admission requirements but whose final admission was contingent on space availability Do you have a policy of placing students on a waiting list? ☒ Yes ☐ No If yes, please answer the questions below for Fall 2023 admissions: WAITING "
2023-2024,C,C3,-C5: Admission Requirements,C3-C5: Admission Requirements C3. High school completion requirement Check the appropriate box to identify your high school completion requirement for degree-seeking entering students: ☒ High school diploma is required and GED is accepted ☐ High school diploma is required and GED is not accepted ☐ H
2023-2024,C,C4,. Does your institution require or recommend a general college-preparatory program for degree-seeking students?,C4. Does your institution require or recommend a general college-preparatory program for degree-seeking students? ☒ Require ☐ Recommend ☐ Neither require nor recommend
2023-2024,C,C5,. Distribution of high school units required and/or recommended. Specify the distribution of academic high school,C5. Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different syste
2023-2024,C,C6,-C7: Basis for Selection,"C6-C7: Basis for Selection C6. Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? No If so, check which applies: ☐ Open admission po"
2023-2024,C,C7,". Relative importance of each of the following academic and nonacademic factors in your first-time, first-year,","C7. Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking general (not including programs with specific criteria) admission decisions. Very Important Important Considered Not Considered Academic Rigor of secondary school record ☒"
2023-2024,C,C8,: SAT and ACT Policies,"C8: SAT and ACT Policies Entrance exams Does your institution make use of SAT or ACT scores in admission decisions for first-time, first-year, degree-seeking applicants: ☒ Yes ☐ No If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for use in admission fo"
2023-2024,C,C8B,. Has been removed from the CDS.,C8B. Has been removed from the CDS.
2023-2024,C,C8C,. Has been removed from the CDS.,"C8C. Has been removed from the CDS. D. In addition, does your institution use applicants' test scores for academic advising? ☒ Yes ☐ No E. Latest date by which SAT or ACT scores must be received for fall-term admission: November 1 for Early Decision; January 2 for Early Decision II and Regular Decis"
2023-2024,C,C9,"-C12: First-time, first-year Profile","C9-C12: First-time, first-year Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year students enrolled in Fall 2023, including students who began studies during summer, international students/nonresidents, and students admitted under special ar"
2023-2024,C,C10,". Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the","C10. Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information). Assessment Percent Percent in top tenth of high school graduating class"
2023-2024,C,C11,". Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-point","C11. Percentage of all enrolled, degree-seeking, first-time, first-year students who had high school grade-point averages within each of the following ranges (using 4.0 scale). ✓ Report information only for those students from whom you collected high school GPA. ✓ If you are able to report GPA range"
2023-2024,C,C12,". Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA:","C12. Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA: Average high school GPA 4.24 Percent of total first-time, first-year students who submitted high school GPA: Percent submitting high school GPA 90% Washington University in St. Louis"
2023-2024,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13. Application fee ✓ If your institution has waived its application fee for the Fall 2025 admission cycle please select no. Does your institution have an application fee? ☒ Yes ☐ No Amount of application fee: $75 Can it be waived for applicants with financial need? ☒ Ye
2023-2024,C,C14,. Application closing date,C14. Application closing date Does your institution have an application closing date? ☒ Yes ☐ No Date Application closing date (fall) January 2 Priority Date
2023-2024,C,C15,". Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☒ No","C15. Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☒ No"
2023-2024,C,C16,. Notification to applicants of admission decision sent (fill in one only),C16. Notification to applicants of admission decision sent (fill in one only) ☐ On a rolling basis beginning (date): ☒ By (date): April 1 ☐ Other:
2023-2024,C,C17,. Reply policy for admitted applicants (fill in one only),"C17. Reply policy for admitted applicants (fill in one only) ☒ Must reply by (date): May 1 ☐ No set date ☐ Must reply by May 1st or within weeks if notified thereafter ☐ Other: Deadline for housing deposit (MMDD): Amount of housing deposit: Refundable if student does not enroll? ☐ Yes, in full ☐ Yes"
2023-2024,C,C18,. Deferred admission: Does your institution allow students to postpone enrollment after admission?,"C18. Deferred admission: Does your institution allow students to postpone enrollment after admission? ☒ Yes ☐ No If yes, maximum period of postponement: 2 years maximum, approved 1 year at a time"
