year,section,field,label,raw_preview
2025-2026,C,C21,-C22: Early Decision and Early Action Plans,C21-C22: Early Decision and Early Action Plans C21. Early decision: Does your institution offer an early decision plan (an admission plan that permits students to apply and be notified of an admission decision well in advance of the regular notification date and that asks students to commit to atten
2025-2026,C,C22,. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well,"C22. Early action: Do you have a nonbinding early action plan whereby students are notified of an admission decision well in advance of the regular notification date but do not have to commit to attending your college? ☒ Yes ☐ No If “yes,” please complete the following: Early action closing date: 11"
2025-2026,D,D1,-D2: Fall Applicants,"D1-D2: Fall Applicants D1. Does your institution enroll transfer students? ☒ Yes ☐ No (If no, please skip to Section E) If yes, may transfer students earn advanced standing credit by transferring credits earned from course work completed at other colleges/universities? ☒ Yes ☐ No"
2025-2026,D,D2,". Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall","D2. Provide the number of students who applied, were admitted, and enrolled as degree-seeking transfer students in Fall 2025 Sex Applicants Admitted Enrolled Men 928 23 17 Women 819 22 18 Total 1747 45 35"
2025-2026,D,D3,-D11: Application for Admission,D3-D11: Application for Admission D3. Indicate terms for which transfers may enroll: ☒ Fall ☐ Winter ☐ Spring ☐ Summer
2025-2026,D,D4,. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering first -year,"D4. Must a transfer applicant have a minimum number of credits completed or else must apply as an entering first -year student? ☒ Yes ☐ No If yes, what is the minimum number of credits and the unit of measure?"
2025-2026,D,D5,. Indicate all items required of transfer students to apply for admission:,D5. Indicate all items required of transfer students to apply for admission: Recommended of Recommended of Required of All All Some Required of Some Not Required High school ☒ transcript College ☒ transcripts Essay or personal ☒ statement Interview ☒ Standardized test ☒ scores Statement of good ☒ st
2025-2026,D,D7,". If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale):","D7. If a minimum college grade point average is required of transfer applicants, specify (on a 4.0 scale):"
2025-2026,D,D8,. List any other application requirements specific to transfer applicants:,D8. List any other application requirements specific to transfer applicants:
2025-2026,D,D9,". List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed","D9. List application priority, closing, notification, and candidate reply dates for transfer students. If applications are reviewed on a continuous or rolling basis, place a check mark in the “Rolling admission” column. Rolling Priority Date Closing Date Notification Date Reply Date Admission Fall 3"
2025-2026,D,D10,". Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☒ No","D10. Does an open admission policy, if reported, apply to transfer students? ☐ Yes ☒ No"
2025-2026,D,D11,". Describe additional requirements for transfer admission, if applicable:","D11. Describe additional requirements for transfer admission, if applicable:"
2025-2026,D,D12,-D17: Transfer Credit Policies,D12-D17: Transfer Credit Policies D12. Report the lowest grade earned for any course that may be transferred for credit:
2025-2026,D,D13,. Maximum number of credits or courses that may be transferred from a two-year institution:,D13. Maximum number of credits or courses that may be transferred from a two-year institution: Number: 18 Unit type: Course Credits (where 1 course credit = 4 credit hours)
2025-2026,D,D14,. Maximum number of credits or courses that may be transferred from a four-year institution:,D14. Maximum number of credits or courses that may be transferred from a four-year institution: Number: 18 Unit type: Course Credits (where 1 course credit = 4 credit hours)
2025-2026,D,D15,. Minimum number of credits that transfers must complete at your institution to earn an associate degree:,D15. Minimum number of credits that transfers must complete at your institution to earn an associate degree:
2025-2026,D,D16,. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:,D16. Minimum number of credits that transfers must complete at your institution to earn a bachelor’s degree:
2025-2026,D,D17,. Describe other transfer credit policies:,D17. Describe other transfer credit policies: 18 D18-D22: Military Service Transfer Credit Policies
2025-2026,D,D18,. Does your institution accept the following military/veteran transfer credits:,D18. Does your institution accept the following military/veteran transfer credits: American Council on Education (ACE) ☐ Yes ☒ No College Level Examination Program (CLEP) ☐ Yes ☒ No DANTES Subject Standardized Tests (DSST) ☐ Yes ☒ No
2025-2026,D,D19,. Maximum number of credits or courses that may be transferred based on military education evaluated by the American,D19. Maximum number of credits or courses that may be transferred based on military education evaluated by the American Council on Education (ACE): Number Unit type
2025-2026,D,D20,. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior,D20. Maximum number of credits or courses that may be transferred based on Department of Defense supported prior learning assessments (College Level Examination Program (CLEP) or DANTES Subject Standardized Tests (DSST)): Number Unit type
2025-2026,D,D21,. Are the military/veteran credit transfer policies published on your website? ☒ Yes ☐ No,"D21. Are the military/veteran credit transfer policies published on your website? ☒ Yes ☐ No If yes, please provide the URL where the policy can be located: https://admissions.yale.edu/eli-whitney-students-program-details"
2025-2026,D,D22,. Describe other military/veteran transfer credit policies unique to your institution:,D22. Describe other military/veteran transfer credit policies unique to your institution: Yale does not have different credit transfer policies for veterans
2025-2026,E,E1,. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions.,E1. Special study options: Identify those programs available at your institution. Refer to the glossary for definitions. ☒ Accelerated program ☒ Honors program ☐ Comprehensive transition and postsecondary ☒ Independent study program for students with intellectual disabilities ☐ Cross-registration ☒ 
2025-2026,E,E2,. Has been removed from the CDS.,E2. Has been removed from the CDS.
2025-2026,E,E3,. Areas in which all or most students are required to complete some course work prior to graduation:,E3. Areas in which all or most students are required to complete some course work prior to graduation: 19 ☒ Arts/fine arts ☒ Humanities ☐ Computer literacy ☒ Intensive writing ☒ English (including composition) ☐ Mathematics ☒ Foreign languages ☐ Philosophy ☐ History ☒ Sciences (biological or physica
2025-2026,F,F1,". Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall","F1. Percentages of first-time, first-year degree-seeking students and degree-seeking undergraduates enrolled in Fall 2025 who fit the following categories: First-time, first-year students Undergraduates Percent who are from out of state 91% 92% (exclude international/nonresidents from the numerator "
2025-2026,F,F2,. Activities offered Identify those programs available at your institution.,F2. Activities offered Identify those programs available at your institution. ☒ Campus Ministries ☒ Literary magazine ☒ Radio station ☒ Choral groups ☒ Marching band ☒ Student government ☒ Concert band ☒ Model UN ☒ Student newspaper ☒ Dance ☒ Music ensembles ☒ Student-run film society ☒ Drama/theate
2025-2026,F,F3,. ROTC (program offered in cooperation with Reserve Officers’ Training Corps),F3. ROTC (program offered in cooperation with Reserve Officers’ Training Corps) Army ROTC is offered: ☐ On campus ☒ At cooperating institution (name): University of New Haven and University of 20 Connecticut Naval ROTC is offered: ☒ Marine Option ☒ On campus ☐ At cooperating institution (name): Air 
2025-2026,F,F4,". Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your","F4. Housing: Check all types of college-owned, -operated, or -affiliated housing available for undergraduates at your institution. ☒ Coed residence halls ☐ Special housing for international students ☐ Men’s residence halls ☐ Fraternity/sorority housing ☐ Women’s residence halls ☐ Cooperative housing"
2025-2026,G,G0,. Please provide the URL of your institution’s net price calculator:,G0. Please provide the URL of your institution’s net price calculator: https://admissions.yale.edu/estimate-your-cost Provide 2026-2027 academic year costs of attendance for the following categories that are applicable to your institution. ☐ Check here if your institution’s 2026-2027 academic year c
2025-2026,G,G1,". Undergraduate full-time tuition, required fees, food and housing","G1. Undergraduate full-time tuition, required fees, food and housing List the typical tuition, required fees, and food and housing for a full-time undergraduate student for the FULL 2026-2027 academic year. (30 semester hours or 45 quarter hours for institutions that derive annual tuition by multipl"
2025-2026,G,G2,. Number of credits per term a student can take for the stated full-time tuition.,G2. Number of credits per term a student can take for the stated full-time tuition. Minimum: 3 Maximum: 5.5
2025-2026,G,G3,". Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)?","G3. Do tuition and fees vary by year of study (e.g., sophomore, junior, senior)? ☐ Yes ☒ No"
2025-2026,G,G4,. Do tuition and fees vary by undergraduate instructional program?,"G4. Do tuition and fees vary by undergraduate instructional program? ☐ Yes ☒ No If yes, what percentage of full-time undergraduates pay more than the tuition and fees reported in G1?"
2025-2026,G,G5,. Provide the estimated expenses for a typical full-time undergraduate student:,"G5. Provide the estimated expenses for a typical full-time undergraduate student: Commuters (not living at Estimated Expenses Residents Commuters (living at home) home) Books and supplies $1,000 22 Commuters (not living at Estimated Expenses Residents Commuters (living at home) home) Housing only No"
2025-2026,G,G6,. Undergraduate per-credit-hour charges (tuition only):,G6. Undergraduate per-credit-hour charges (tuition only): PRIVATE INSTITUTIONS PUBLIC INSTITUTIONS In-district In-state (out-of-district) Out-of-state NONRESIDENTS
2025-2026,H,H1,. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using,"H1. Enter total dollar amounts awarded to enrolled full-time and less than full-time degree-seeking undergraduates (using the same cohort reported in CDS Question B1, “total degree-seeking” undergraduates) in the following categories. ✓ If the data being reported are final figures for the 2024-2025 "
2025-2026,H,H2,. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time,H2. Number of Enrolled Students Awarded Aid: List the number of degree-seeking full-time and less-than-full-time undergraduates who applied for and were awarded financial aid from any source. • Aid that is non-need-based but that was used to meet need should be counted as need-based aid. • [Numbers 
2025-2026,H,H2A,. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree-,H2A. Number of Enrolled Students Awarded Non-need-based Scholarships and Grants: List the number of degree- seeking full-time and less-than-full-time undergraduates who had no financial need and who were awarded institutional non- need-based scholarship or grant aid. • Numbers should reflect the coh
2025-2026,H,H4,. Provide the number of students in the 2025 undergraduate class who started at your institution as first-time,"H4. Provide the number of students in the 2025 undergraduate class who started at your institution as first-time students and received a bachelor’s degree between July 1, 2024 and June 30, 2025. Exclude students who transferred into your institution. 1829"
2025-2026,H,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan","H5. Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal, and any loan sources, and the average (or mean) amount borrowed. • The “Average per-undergraduate-borrower cumulative principal borrowed,” is designed to provide better information about student bo"
2025-2026,H,H6,-H7: Aid to Undergraduate Degree-seeking Nonresidents,H6-H7: Aid to Undergraduate Degree-seeking Nonresidents • Report numbers and dollar amounts for the same academic year checked in item H1 H6. Indicate your institution’s policy regarding institutional scholarship and grant aid for undergraduate degree-seeking nonresidents: ☒ Institutional need-based
2025-2026,H,H7,. Check off all financial aid forms nonresident first-year financial aid applicants must submit:,H7. Check off all financial aid forms nonresident first-year financial aid applicants must submit: ☐ Institution’s own financial aid form ☒ CSS Profile ☐ Other: 28 H8-H11: Process for First-Year Students
2025-2026,H,H8,. Check off all financial aid forms domestic first-year financial aid applicants must submit:,H8. Check off all financial aid forms domestic first-year financial aid applicants must submit: ☒ FAFSA ☐ Institution’s own financial aid form ☒ CSS Profile ☐ State aid form ☐ Noncustodial PROFILE ☐ Business/Farm Supplement ☐ Other:
2025-2026,H,H9,. Indicate filing dates for first-year students:,H9. Indicate filing dates for first-year students: Does your institution have a deadline for filing required financial aid forms for first-year students? Select “No” if there is no deadline and applications are processed on a rolling basis. ☐ Yes ☒ No Priority date for filing required financial aid 
2025-2026,H,H10,. Indicate notification dates for first-year students (answer a or b):,H10. Indicate notification dates for first-year students (answer a or b): ☐ Students notified on or about (date): ☒ Students notified on a rolling basis. Starting date: DEC 20
2025-2026,H,H11,. Indicate reply dates:,H11. Indicate reply dates: Students must reply by (date): 5/1 or within weeks of notification.
2025-2026,H,H12,-H15: Types of Aid Available,H12-H15: Types of Aid Available Please check off all types of aid available to undergraduates at your institution: H12. Loans ☒ Direct Subsidized Stafford Loans ☒ Direct Unsubsidized Stafford Loans ☒ Direct PLUS Loans ☐ Federal Perkins Loans 29 ☐ Federal Nursing Loans ☐ State Loans ☒ College/univers
2025-2026,H,H13,. Need Based Scholarships and Grants,H13. Need Based Scholarships and Grants ☒ Federal Pell ☒ SEOG ☐ State scholarships/grants ☒ Private Scholarships ☒ College/university scholarship or grant aid from institutional funds ☐ United Negro College Fund ☐ Federal Nursing Scholarship ☐ Other (specify):
2025-2026,H,H14,. Check off criteria used in awarding institutional aid. Check all that apply.,H14. Check off criteria used in awarding institutional aid. Check all that apply. Non-Need Based Need-Based Academics Alumni affiliation Art Athletics Job skills ROTC Not Applicable Leadership Minority status Music/drama Religious affiliation State/district residency
2025-2026,H,H15,". If your institution has recently implemented any major financial aid policy, program, or initiative to make your","H15. If your institution has recently implemented any major financial aid policy, program, or initiative to make your institution more affordable to incoming students such as replacing loans with grants, or waiving costs for families below a certain income level please provide details below:"
2024-2025,A,A0,. Respondent Information (Not for Publication),A0. Respondent Information (Not for Publication) First Name: Alex Last Name: McClung Title: Data Resource Analyst Office: Office of Institutional Research Address: 2 Whitney Grove Square City: New Haven State: CT Zip: 06510 Country: USA Phone: (203) 432-1330 E-mail Address: alex.mcclung@yale.edu Are
2024-2025,A,A0A,". We invite you to indicate if there are items on the CDS for which you cannot use the requested analytic convention,","A0A. We invite you to indicate if there are items on the CDS for which you cannot use the requested analytic convention, cannot provide data for the cohort requested, whose methodology is unclear, or about which you have questions or comments in general. This information will not be published but wi"
2024-2025,A,A1,. Address Information,A1. Address Information Name of College or University: Yale University Street Address: City: New Haven State: CT Zip: 06520 Country: USA 1 Main Institution Phone Number: (203) 432-4771 Main Institution Website: http://www.yale.edu Main Institution Email: Please enter Admissions Office information be
2024-2025,A,A2,. Source of institutional control (check one only):,A2. Source of institutional control (check one only): ☐ Public ☒ Private (nonprofit) ☐ Proprietary
2024-2025,A,A3,. Classify your undergraduate institution:,A3. Classify your undergraduate institution: ☒ Coeducational college ☐ Men’s college ☐ Women’s college
2024-2025,A,A4,. Academic year calendar,"A4. Academic year calendar If your academic year has changed because of the COVID-19 pandemic, please indicate as other below. ☒ Semester ☐ 4-1-4 ☐ Quarter ☐ Continuous ☐ Trimester ☐ Differs by program (describe): ☐ Other (describe):"
2024-2025,A,A5,. Degrees offered by your institution,A5. Degrees offered by your institution ☒ Certificate ☒ Post-bachelor’s certificate 2 ☒ Diploma ☒ Master’s ☐ Associate ☒ Post-master’s certificate ☐ Transfer Associate ☒ Doctoral degree research/scholarship ☐ Terminal Associate ☒ Doctoral degree – professional practice ☒ Bachelor’s ☒ Doctoral degree
2024-2025,A,A6,". Diversity, Equity, and Inclusion","A6. Diversity, Equity, and Inclusion If you have a diversity, equity, and inclusion office or department, please provide the URL of the corresponding Web page: https://your.yale.edu/community/diversity-inclusion/office-diversity-and-inclusion"
2024-2025,B,B1,. Institutional Enrollment - Men and Women,"B1. Institutional Enrollment - Men and Women Provide numbers of students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2024 ✓ Note: Report students formerly designated as “first professional” in the graduate cells. ✓ For information on"
2024-2025,B,B2,. Enrollment by Racial/Ethnic Category.,"B2. Enrollment by Racial/Ethnic Category. Provide numbers of undergraduate students for each of the following categories as of the institution’s official fall reporting date or as of October 15, 2024. ✓ Include international students only in the category “Nonresidents.” ✓ Complete the “Total Undergr"
2024-2025,B,B3,. Persistence,"B3. Persistence Number of degrees awarded by your institution from July 1, 2023, to June 30, 2024. AWARD TYPE NO. OF AWARDS Certificate/diploma 2 Associate degrees 0 Bachelor’s degrees 1665 Post-bachelor’s certificates 74 Master’s degrees 2757 Post-master’s certificates 8 Doctoral degrees - research"
2024-2025,B,B22,. Retention Rates,"B22. Retention Rates Report for the cohort of all full-time, first-time bachelor’s (or equivalent) degree-seeking undergraduate students who entered in Fall 2023 (or the preceding summer term). 7 ✓ The initial cohort may be adjusted for students who departed for the following reasons: • Death • Perm"
2024-2025,C,C1,-C2: Applications,"C1-C2: Applications C1. First-time, first-year students: Provide the number of degree-seeking, first-time, first-year students who applied, were admitted, and enrolled (full- or part-time) in Fall 2024. ✓ Include early decision, early action, and students who began studies during summer in this coho"
2024-2025,C,C2,". First-time, first-year wait-listed students","C2. First-time, first-year wait-listed students ✓ Students who met admission requirements but whose final admission was contingent on space availability) Do you have a policy of placing students on a waiting list? ☒ Yes ☐ No If yes, please answer the questions below for Fall2024 admissions: WAITING "
2024-2025,C,C3,-C5: Admission Requirements,C3-C5: Admission Requirements C3. High school completion requirement Check the appropriate box to identify your high school completion requirement for degree-seeking entering students: ☒ High school diploma is required and GED is accepted ☐ High school diploma is required and GED is not accepted ☐ H
2024-2025,C,C4,. Does your institution require or recommend a general college-preparatory program for degree-seeking students?,C4. Does your institution require or recommend a general college-preparatory program for degree-seeking students? ☐ Require ☒ Recommend ☐ Neither require nor recommend
2024-2025,C,C5,. Distribution of high school units required and/or recommended. Specify the distribution of academic high school,C5. Distribution of high school units required and/or recommended. Specify the distribution of academic high school course units required and/or recommended of all or most degree-seeking students using Carnegie units (one unit equals one year of study or its equivalent). If you use a different syste
2024-2025,C,C6,-C7: Basis for Selection,"C6-C7: Basis for Selection C6. Do you have an open admission policy, under which virtually all secondary school graduates or students with GED equivalency diplomas are admitted without regard to academic record, test scores, or other qualifications? If so, check which applies: ☐ Open admission polic"
2024-2025,C,C7,". Relative importance of each of the following academic and nonacademic factors in your first-time, first-year,","C7. Relative importance of each of the following academic and nonacademic factors in your first-time, first-year, degree-seeking general (not including programs with specific criteria) admission decisions. Very Important Important Considered Not Considered Academic – – – – Rigor of secondary school "
2024-2025,C,C8,: SAT and ACT Policies,"C8: SAT and ACT Policies Entrance exams Does your institution make use of SAT, ACT, or SAT Subject Test scores in admission decisions for first-time, first-year, degree-seeking applicants: ☒ Yes ☐ No If yes, place check marks in the appropriate boxes below to reflect your institution’s policies for "
2024-2025,C,C8B,. Has been removed from the CDS.,C8B. Has been removed from the CDS.
2024-2025,C,C8C,. Has been removed from the CDS.,C8C. Has been removed from the CDS.
2024-2025,C,C8D,". In addition, does your institution use applicants’ test scores for academic advising?","C8D. In addition, does your institution use applicants’ test scores for academic advising? ☒ Yes ☐ No"
2024-2025,C,C8E,. Latest date by which SAT or ACT scores must be received for fall-term admission:,C8E. Latest date by which SAT or ACT scores must be received for fall-term admission: • Single-choice Early Action - November 20 for SAT and ACT; Regular Decision - March 15 for SAT and ACT Latest date by which SAT Subject Test scores must be received for fall-term admission: • N/A
2024-2025,C,C8F,". If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or if tests are","C8F. If necessary, use this space to clarify your test policies (e.g., if tests are recommended for some students, or if tests are not required of some students due to differences by academic program, student academic background, or if other examinations may be considered in lieu of the SAT and ACT."
2024-2025,C,C9,"-C12: First-time, first-year Profile","C9-C12: First-time, first-year Profile Provide information for ALL enrolled, degree-seeking, full-time and part-time, first-time, first-year students enrolled in Fall 2024, including students who began studies during summer, international students/nonresidents, and students admitted under special ar"
2024-2025,C,C10,". Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the","C10. Percent of all degree-seeking, first-time, first-year students who had high school class rank within each of the following ranges (report information for those students from whom you collected high school rank information) Assessment Percent Percent in top tenth of high school graduating class "
2024-2025,C,C12,". Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA:","C12. Average high school GPA of all degree-seeking, first-time, first-year students who submitted GPA: Pct Average High School GPA Percent of total first-time, first-year students who submitted high school GPA: Pct Percent Submitting GPA"
2024-2025,C,C13,-C20: Admission Policies,C13-C20: Admission Policies C13. Application fee • If your institution has waived its application fee for the Fall 2024 admission cycle please select no. Does your institution have an application fee? ☒ Yes ☐ No Amount of application fee: $80 Can it be waived for applicants with financial need? ☒ Ye
2024-2025,C,C14,. Application closing date,C14. Application closing date Does your institution have an application closing date? ☒ Yes ☐ No Date 15 Date Application closing date (fall) 1/2 Priority Date
2024-2025,C,C15,". Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☒ No**","C15. Are first-time, first-year students accepted for terms other than the fall? ☐ Yes ☒ No**"
2024-2025,C,C16,. Notification to applicants of admission decision sent (fill in one only),C16. Notification to applicants of admission decision sent (fill in one only) ☐ On a rolling basis beginning (date): ☒ By (date): Apr 1 ☐ Other:
